stack,nb_occurences,hunspell_bo
ནྡྶེ,2,0
ནྡྷྡྠྟ,2,0
ནྡྷྱཱཾ,2,0
ནྡྷྱུ,2,0
ནྡྷྱེ,2,0
ནྡྷྱོ,2,0
ནྡྷྲཱི,2,0
ནྣླཱི,2,0
ནྣླཱྀ,2,0
ནྣྷཱ,2,0
ནྣྼཱི,2,0
ནྣྼཱྀ,2,0
ནྤཱུ,2,0
ནྤེ,2,0
ནྤྱོ,2,0
ནྤྲཱ,2,0
ནྦཱི,2,0
ནྦཾ,2,0
ནྦྱཱ,2,0
ནྦྲི,2,0
ནྦྷཱི,2,0
ནྦྷཱཾ,2,0
ནྦྷཾ,2,0
ནྦྷྱུ,2,0
ནྦྷྲ,2,0
ནྨཽ,2,0
ནྩཻ,2,0
ནྪ,2,0
ནྫཱ,2,0
ནྱཱི,2,0
ནྱཱུཾ,2,0
ནྱིི,2,0
ནྲིི,2,0
ནྲྀྀ,2,0
ནླུ,2,0
ནློ,2,0
ནྶཻ,2,0
ནྶྨ,2,0
ནྷྱཱ,2,0
ནྻཱུ,2,0
ནྼཱྀ,2,0
པ༵༷,2,0
པིུ,2,0
པུྃ,2,0
པྟྲ,2,0
པྠཱ,2,0
པྣྃ,2,0
པྤོ,2,0
པྤླཱི,2,0
པྤླཱྀ,2,0
པྤྼཱི,2,0
པྤྼཱྀ,2,0
པྦུ,2,0
པྨཱ,2,0
པྨཱི,2,0
པྪྲུ,2,0
པྫི,2,0
པྫྫི,2,0
པྭཽ,2,0
པྱོ༷,2,0
པྱཽ,2,0
པྲུྃ,2,0
པྴྲུ,2,0
པྶཽ,2,0
པྶྱཱ,2,0
པྶྱཾ,2,0
པྷཱཾ,2,0
པྷྲྀ,2,0
པྻིུ,2,0
པྼཱྀ,2,0
པྼི,2,0
ཕཱིཾ,2,0
ཕིྃ,2,0
ཕུུ,2,0
ཕྥླཱི,2,0
ཕྥླཱྀ,2,0
ཕྥྼཱི,2,0
ཕྥྼཱྀ,2,0
ཕྱུ༵,2,0
ཕྲཱི,2,0
ཕྲུ༷,2,0
ཕྲུཾཾ,2,0
ཕླཱྀ,2,0
ཕླི,2,0
ཕྼཱྀ,2,0
ཕྼི,2,0
བཻ༷,2,0
བིྃ,2,0
བེུཾ,2,0
བེི,2,0
བྔྱཱ,2,0
བྔྱཱཾ,2,0
བྙྱ,2,0
བྚ,2,0
བྚི,2,0
བྟཱཾ,2,0
བྟིཾ,2,0
བྟུ,2,0
བྟོ,2,0
བྟྲི,2,0
བྠཱ,2,0
བྡྷཱཾ,2,0
བྡྷུ,2,0
བྡྷཻ,2,0
བྡྷྱཾ,2,0
བྣཾ,2,0
བྤུ,2,0
བྦོ,2,0
བྦླཱི,2,0
བྦླཱྀ,2,0
བྦྷཱ,2,0
བྦྷྱ,2,0
བྦྷྱཱ,2,0
བྦྷྲ,2,0
བྦྷྲཾ,2,0
བྦྼཱི,2,0
བྫྱཱ,2,0
བྱཱུ,2,0
བྱཾཾ,2,0
བྱྲ,2,0
བྲུཾཾ,2,0
བྲྫྲ,2,0
བྲྱ,2,0
བླིཾ,2,0
བླཻ,2,0
བློྃ,2,0
བླློ,2,0
བྵི,2,0
བྶི,2,0
བྶེ,2,0
བྷཱཽ,2,0
བྷཾཾ,2,0
བྷྣཱོ,2,0
བྷྣཾ,2,0
བྷྦྷླཱྀ,2,0
བྷྦྷྼཱི,2,0
བྷྦྷྼཱྀ,2,0
བྷྨི,2,0
བྷྭཱི,2,0
བྷྭཱཾ,2,0
བྷྭཾ,2,0
བྷྱོ༵,2,0
བྷྱུཾ,2,0
བྷྲཱིཾ,2,0
བྷླཱྀ,2,0
བྷླི,2,0
བྷྼཱྀ,2,0
བྷྼི,2,0
བྼི,2,0
མཱ༵ྃ,2,0
མཱྂ,2,0
མྂ,2,0
མྙི,2,0
མྞཱ,2,0
མྞི,2,0
མྟོ,2,0
མྡུ,2,0
མྡྷཱ,2,0
མྡྷུ,2,0
མྤཻ,2,0
མྤཽ,2,0
མྤྲི,2,0
མྤྷ,2,0
མྦཻ,2,0
མྦྀ,2,0
མྦྡུ,2,0
མྦྱུ,2,0
མྦྷཻ,2,0
མྦྷྦྥྤ,2,0
མྦྷྱཱཾ,2,0
མྨཱཾ,2,0
མྨྱ,2,0
མྨླཱི,2,0
མྨླཱྀ,2,0
མྨྼཱི,2,0
མྨྼཱྀ,2,0
མྫོ,2,0
མྭཱུ,2,0
མྭོ,2,0
མྱོ༵,2,0
མྱུ༵,2,0
མྱོུ,2,0
མྱྃ,2,0
མྲུཾ,2,0
མྲོཾ,2,0
མྲོྃ,2,0
མྲཽ,2,0
མླཱི,2,0
མྵ,2,0
མྷཾ,2,0
མྼཱྀ,2,0
མྼི,2,0
ཙེ༷,2,0
ཙཱ༷,2,0
ཙཱྀ,2,0
ཙྟ,2,0
ཙྡཱཾ,2,0
ཙྤ,2,0
ཙྦ,2,0
ཙྨཱི,2,0
ཙྨྱོ,2,0
ཙྩླཱི,2,0
ཙྩླཱྀ,2,0
ཙྩྼཱི,2,0
ཙྩྼཱྀ,2,0
ཙྪཱེ,2,0
ཙྪེཾ,2,0
ཙྪཽ,2,0
ཙྪྫྫྷཱ,2,0
ཙྪྱཱི,2,0
ཙྪྲཱ,2,0
ཙྪྲུ,2,0
ཙྲུ,2,0
ཙྴ,2,0
ཙྴླ,2,0
ཙྷཱ,2,0
ཙྷྱ,2,0
ཙྻི,2,0
ཙྼཱི,2,0
ཙྼི,2,0
ཚེ༷༷,2,0
ཚཱེ,2,0
ཚཱོ,2,0
ཚཱཾ,2,0
ཚོེ,2,0
ཚོྃ,2,0
ཚཾྃ,2,0
ཚྪླཱི,2,0
ཚྪླཱྀ,2,0
ཚྪྼཱྀ,2,0
ཚྲུ,2,0
ཚྲེོ,2,0
ཚླེ,2,0
ཚྷཱ,2,0
ཛཱཻ,2,0
ཛུུ,2,0
ཛོྃ,2,0
ཛཽོཾ,2,0
ཛྐི,2,0
ཛྗ,2,0
ཛྙཱྀ,2,0
ཛྙཱྃ,2,0
ཛྙཻཾ,2,0
ཛྙོཽཾ,2,0
ཛྠ,2,0
ཛྡཱ,2,0
ཛྣ,2,0
ཛྣཱ,2,0
ཛྪ,2,0
ཛྫྙི,2,0
ཛྫྱཱ,2,0
ཛྫླཱི,2,0
ཛྫླཱྀ,2,0
ཛྫྷཽ,2,0
ཛྫྼཱི,2,0
ཛྫྼཱྀ,2,0
ཛྭཱི,2,0
ཛྭཱེ,2,0
ཛྲཱྀྃ,2,0
ཛྲོཾ,2,0
ཛྲོྃ,2,0
ཛྲཽ,2,0
ཛྲ྄,2,0
ཛླ,2,0
ཛྶཽ,2,0
ཛྷ༵,2,0
ཛྷྫྷླཱི,2,0
ཛྷྫྷླཱྀ,2,0
ཛྷྫྷྼཱི,2,0
ཛྷྫྷྼཱྀ,2,0
ཛྷྱཾ,2,0
ཛྷྲི,2,0
ཛྷྼི,2,0
ཝ༵ཾ,2,0
ཝ༵ྃ,2,0
ཝཱིཾ,2,0
ཝཱོ,2,0
ཝོཾ,2,0
ཝྱུ,2,0
ཝྱཾ,2,0
ཝྲཱྀ,2,0
ཝྺཱི,2,0
ཝྺཱུ,2,0
ཝྺླཱྀ,2,0
ཝྺྼཱྀ,2,0
ཝྼ,2,0
ཞཱི,2,0
ཞཱུ,2,0
ཞཱེ,2,0
ཞཱོ,2,0
ཞིེ,2,0
ཞུྃ,2,0
ཞྭ༷,2,0
ཟཱེ,2,0
ཟཱོ,2,0
ཟེུ,2,0
ཟྐ,2,0
ཟྡཽ,2,0
ཟློ༵,2,0
ཟླུ༵,2,0
ཟླྃ,2,0
ཟྷ,2,0
འཱེ,2,0
འཱོ,2,0
འིོ,2,0
འིྂ,2,0
འོྃ,2,0
འྟི,2,0
འྤྱི,2,0
འྱི,2,0
འྲཾ,2,0
འྷ,2,0
ཡ༷༷,2,0
ཡཱ༷,2,0
ཡཱིཾ,2,0
ཡིེ,2,0
ཡཽཾ,2,0
ཡྟ,2,0
ཡྟཽ,2,0
ཡྠ,2,0
ཡྣ,2,0
ཡྦ,2,0
ཡྦྲྀ,2,0
ཡྨ,2,0
ཡྭཾ,2,0
ཡྱུ,2,0
ཡྱཻ,2,0
ཡྲཱ,2,0
ཡྲེ,2,0
ཡྲོཾ,2,0
ཡྲཽ,2,0
ཡྻཱི,2,0
ཡྻཱུ,2,0
ཡྻླཱྀ,2,0
ཡྻྼཱྀ,2,0
རིུ,2,0
རོྃ,2,0
རྐྐཱི,2,0
རྐྐི,2,0
རྐྐཾ,2,0
རྐྠ,2,0
རྐྭ,2,0
རྐྱ༵,2,0
རྐྵཾ,2,0
རྐྵྱཱ,2,0
རྑེ,2,0
རྑཻ,2,0
རྑོ,2,0
རྑྑ,2,0
རྑྱ,2,0
རྑྱཱ,2,0
རྑྷྃ,2,0
རྒ༵,2,0
རྒུཾ,2,0
རྒྡཱ,2,0
རྒྱོུ,2,0
རྒྷེ,2,0
རྒྷྣ,2,0
རྔི,2,1
རྔུུ,2,0
རྔྃ,2,0
རྔྡ,2,0
རྔྭ,2,0
རྔྱ,2,0
རྔྲུ,2,0
རྕི,2,0
རྕོ,2,0
རྗེཾ,2,0
རྗོྃ,2,0
རྗྀ,2,0
རྗ྄ེ,2,0
རྙ༷,2,0
རྚི,2,0
རྜྷ,2,0
རྜྷི,2,0
རྞཱུ,2,0
རྞིཾ,2,0
རྞཻ,2,0
རྞྞྃ,2,0
རྞྞྱཾ,2,0
རྞྱེ,2,0
རྟིཾ,2,0
རྟྞ,2,0
རྟྟཻ,2,0
རྟྟྟ,2,0
རྟྟྲྀ,2,0
རྟྨཱ,2,0
རྟྨྱ,2,0
རྟྭཱ,2,0
རྟྭཾ,2,0
རྟྱུ,2,0
རྟྱཾ,2,0
རྟྶཱ,2,0
རྟྶེ,2,0
རྟྷ,2,0
རྟྷི,2,0
རྠྠ,2,0
རྠྠེ,2,0
རྠྱོ,2,0
རྡཽོ,2,0
རྡྡེ,2,0
རྡྡོ,2,0
རྡྡྲྀ,2,0
རྡྡྷཱི,2,0
རྡྡྷྣི,2,0
རྡྡྷྭ,2,0
རྡྭཱི,2,0
རྡྭཽ,2,0
རྡྱུ,2,0
རྡྷཱུ,2,0
རྡྷྣ,2,0
རྡྷྨི,2,0
རྡྷྭི,2,0
རྡྷྲྀ,2,0
རྡྷྷེ,2,0
རྡྻུ,2,0
རྣོ༷,2,0
རྣྃ,2,0
རྣྔཾ,2,0
རྣྱཾ,2,0
རྣྷ,2,0
རྤཱིཾ,2,0
རྤེ,2,0
རྤྟཱཾ,2,0
རྤྤེ,2,0
རྤྱི,2,0
རྤྲ,2,0
རྤྶ,2,0
རྤྶུ,2,0
རྦཱེ,2,0
རྦོཾ,2,0
རྦྃ,2,0
རྦྦྱ,2,0
རྦྦྷེ,2,0
རྦྱི,2,0
རྦྷུཾ,2,0
རྦྷཻ,2,0
རྦྷྭཾ,2,0
རྦྷྱི,2,0
རྦྷྱཾ,2,0
རྨིཾ,2,0
རྨོཾ,2,0
རྨྨཽ,2,0
རྨྨྱཱ,2,0
རྨྷེ,2,0
རྩཱུ,2,0
རྩིེ,2,0
རྩིྃ,2,0
རྩོཾ,2,0
རྩྀ,2,0
རྩྩཾ,2,0
རྩྭ༷,2,0
རྪཱ,2,0
རྫྀ,2,0
རྫྙེ,2,0
རྫྫཱི,2,0
རྫྫཽ,2,0
རྫྫཾ,2,0
རྫྱཱ,2,0
རྫྱོ,2,0
རྫྷི,2,0
རྫྷུ,2,0
རྭེ,2,0
རྲཱུཾ,2,0
རྲཱྀ,2,0
རློ༵,2,0
རློ༷,2,0
རླཱུ,2,0
རླུཾ,2,0
རླྃ,2,0
རྴཱི,2,0
རྵྚེ,2,0
རྵྜཱཾ,2,0
རྵྞི,2,0
རྵྱཱ,2,0
རྵྱེ,2,0
རྶཱ,2,0
རྶྲི,2,0
རྶྶ,2,0
རྷཽ,2,0
རྷྲ,2,0
རྷྲཾ,2,0
རྷྲྀ,2,0
རྷྷ,2,0
རྺཱི,2,0
རྺཻ,2,0
རྺཽ,2,0
རྻྱ,2,0
རྻྲི,2,0
རྻྻཱ,2,0
རྻྻོ,2,0
རྻྻཽ,2,0
རྼ,2,0
ལི༷,2,0
ལཱི༵,2,0
ལྐཱི,2,0
ལྒཱ,2,0
ལྔེ,2,1
ལྕཻ,2,0
ལྕོཾ,2,0
ལྕྀ,2,0
ལྕྲོ,2,0
ལྚཱ,2,0
ལྡི༵,2,0
ལྡོ༷,2,0
ལྡུཾ,2,0
ལྡཽ,2,0
ལྤྱི,2,0
ལྤྱེ,2,0
ལྦཻ,2,0
ལྦྱ,2,0
ལྦྱཾ,2,0
ལྦྷྱཾ,2,0
ལྨེ,2,0
ལྩོ,2,0
ལྫ,2,0
ལྭཱཾ,2,0
ལྱཱི,2,0
ལྱོེ,2,0
ལྲཱ,2,0
ལྲཱི,2,0
ལྲྐཱ,2,0
ལླཱེ,2,0
ལླིཾ,2,0
ལླཽ,2,0
ལླྃ,2,0
ལླླཱྀ,2,0
ལླྼཱྀ,2,0
ལྶི,2,0
ལྶུ,2,0
ལྷོ༵,2,0
ལྷུ༷,2,0
ལྷཾྃ,2,0
ལྷྃཾ,2,0
ལྷྱ,2,0
ལྸ,2,0
ལྺཱ,2,0
ཤོ༵,2,0
ཤཱྱ,2,0
ཤིེ,2,0
ཤྕི,2,0
ཤྚུ,2,0
ཤྛ,2,0
ཤྟཱ,2,0
ཤྠཱུ,2,0
ཤྠུ,2,0
ཤྠེ,2,0
ཤྦྲ,2,0
ཤྩྪེ,2,0
ཤྩྭ,2,0
ཤྩྱི,2,0
ཤྩྲ,2,0
ཤྪྱ,2,0
ཤྭྀ,2,0
ཤྭྃ,2,0
ཤྱཱཻ,2,0
ཤྲོྃ,2,0
ཤྲྱཱ,2,0
ཤླཱྀ,2,0
ཤླཻ,2,0
ཤླཽཽོ,2,0
ཤྴླཱི,2,0
ཤྴླཱྀ,2,0
ཤྴྼཱི,2,0
ཤྴྼཱྀ,2,0
ཤྷཱ,2,0
ཤྼཱྀ,2,0
ཥ༵,2,0
ཥ༷,2,0
ཥྐྲཱ,2,0
ཥྐྲི,2,0
ཥྑ,2,0
ཥྑཱ,2,0
ཥྒ,2,0
ཥྙ,2,0
ཥྙཱ,2,0
ཥྚ༵,2,0
ཥྚཱཱ,2,0
ཥྚིི,2,0
ཥྚོུ,2,0
ཥྚྐྨ,2,0
ཥྚྱེ,2,0
ཥྚྱཾ,2,0
ཥྚྲིཾ,2,0
ཥྚྲཽ,2,0
ཥྛཱོ,2,0
ཥྛཱཾ,2,0
ཥྛྀ,2,0
ཥྛྱཻ,2,0
ཥྛྱཾ,2,0
ཥྞཱྀ,2,0
ཥྞིཾ,2,0
ཥྞིུ,2,0
ཥྞཻ,2,0
ཥྞྀ,2,0
ཥྞྱུ,2,0
ཥྞྲྀ,2,0
ཥྟེ,2,0
ཥྟྲཱ,2,0
ཥྟྲི,2,0
ཥྠུ,2,0
ཥྡ,2,0
ཥྡཱ,2,0
ཥྣཾ,2,0
ཥྤིཾ,2,0
ཥྤྀ,2,0
ཥྤྃ,2,0
ཥྦི,2,0
ཥྦུ,2,0
ཥྦྱཱ,2,0
ཥྦྷི,2,0
ཥྨུ,2,0
ཥྨོ,2,0
ཥྩྀ,2,0
ཥྩྱ,2,0
ཥྩྱཱ,2,0
ཥྪི,2,0
ཥྫི,2,0
ཥྫྷྲུཾ,2,0
ཥྭྚ,2,0
ཥྱིཾ,2,0
ཥྱཽ,2,0
ཥྲཱ,2,0
ཥྲྱ,2,0
ཥླཱི,2,0
ཥྵླཱི,2,0
ཥྵླཱྀ,2,0
ཥྵྼཱི,2,0
ཥྵྼཱྀ,2,0
ཥྶི,2,0
ཥྷ,2,0
ཥྷྱཱ,2,0
སཱི༵,2,0
སཱྀ,2,0
སེུ,2,0
སཾཾ,2,0
སྐེ༷,2,0
སྐྱི༵,2,0
སྐྱུུ,2,0
སྐྱེུ,2,0
སྐྲོ༵,2,0
སྐྲཱྀ,2,0
སྒྭ,2,0
སྒྱཻ,2,0
སྒྲི༵,2,0
སྒྲཱ,2,0
སྕ,2,0
སྙི༵,2,0
སྙོ༷,2,0
སྙཽ,2,0
སྚ,2,0
སྛཱ,2,0
སྞུ,2,0
སྟི༵,2,0
སྟེུ,2,0
སྟཻཻ,2,0
སྟྭཱི,2,0
སྟྲཱེ,2,0
སྟྲྱཱ,2,0
སྠྀ,2,0
སྠྣེ,2,0
སྠྭ,2,0
སྠྲ,2,0
སྡཱ,2,0
སྡཱཾ,2,0
སྡྱི,2,0
སྡྲཽ,2,0
སྣིི,2,0
སྤཱུ,2,0
སྤྱ༵,2,0
སྤྱ༷,2,0
སྤྱིུ,2,0
སྤྱཾ,2,0
སྤྲ༷,2,0
སྤྲཱི,2,0
སྤྲཱྀ,2,0
སྤྲེི,2,0
སྤྲྱི,2,0
སྦྱི༷,2,0
སྦྱཾ,2,0
སྦྲྃ,2,0
སྦྷུ,2,0
སྦྷྱཱཾ,2,0
སྦྷྲ,2,0
སྨ༷,2,0
སྨིི,2,0
སྨིྃ,2,0
སྨོུ,2,0
སྨུཾ,2,0
སྨོྃ,2,0
སྨྱཽ,2,0
སྨྲེ༷,2,0
སྨྲཻ,2,0
སྩཱ,2,0
སྩེ,2,1
སྫྫི,2,0
སྭཱེ,2,0
སྱཻཻ,2,0
སྲེ༵,2,0
སྲིེ,2,0
སྲིྃ,2,0
སྲུུ,2,0
སྲེུ,2,0
སྲོུྃ,2,0
སྲྭི,2,0
སྴི,2,0
སྶོ,2,0
སྶླཱི,2,0
སྶྼཱི,2,0
སྷཱི,2,0
སྷུ,2,0
སྷྲ,2,0
སྷྲི,2,0
སྼཱྀ,2,0
སྼྀ,2,0
ཧཱཱུྃ,2,0
ཧཱོུྃ,2,0
ཧཱུཾྃ,2,0
ཧེྃ,2,0
ཧྀཾ,2,0
ཧྐ,2,0
ཧྐྵྨླྭྼྻྃ,2,0
ཧྐྵྨླླྦྼྱྃ,2,0
ཧྐྵྨླྺྼྻཾ,2,0
ཧྞཽ,2,0
ཧྣྱཱ,2,0
ཧྤ,2,0
ཧྦྲི,2,0
ཧྨྃ,2,0
ཧྨྻ,2,0
ཧྫི,2,0
ཧྫྱ,2,0
ཧྭྲྀ,2,0
ཧྱེ༵,2,0
ཧྱུཾ,2,0
ཧྱཽ,2,0
ཧྲི༵,2,0
ཧྲི༵ཾ,2,0
ཧྲཱི༵,2,0
ཧྲིི,2,0
ཧྲཽོཾ,2,0
ཧྲྭྀ,2,0
ཧྲླཱྀ,2,0
ཧྲླྀ,2,0
ཧླིཾ,2,0
ཧྶ,2,0
ཧྷཱི,2,0
ཧྷཱུ,2,0
ཧྷྱ,2,0
ཧྷླཱྀ,2,0
ཧྷྼཱྀ,2,0
ཧྻཱཾ,2,0
ཧྻུ,2,0
ཧྻྼྺླ,2,0
ཧྼཾ,2,0
ཧྼྀཾ,2,0
ཨཻ༵,2,0
ཨཱི༵,2,0
ཨཱ༵ཾ,2,0
ཨཱ༵ྃ,2,0
ཨཱུ༵,2,0
ཨིི,2,0
ཨོཽ,2,0
ཨོཾཾ,2,0
ཨྐཱ,2,0
ཨྠིྀི,2,0
ཨྠྀི,2,0
ཨྭཻ,2,0
ཨྲ,2,0
ཪྟཱ,2,0
ཪྟུ,2,0
ཪྟྲཱྀ,2,0
ཪྟྶྱ,2,0
ཪྠཱི,2,0
ཪྡེ,2,0
ཪྴཱུ,2,0
ཪྴཻ,2,0
ཪྵཱཾ,2,0
ཪྶཱ,2,0
ཪྺི,2,0
ཪྺཽ,2,0
ཪྻཱུ,2,0
ཪྼཱི,2,0
ཪྼླཱྀ,2,0
ཪྼྼཱྀ,2,0
ྈྐཱྃ,2,0
ྈྐྍྐླཱྀ,2,0
ྈྐྍྐྼཱྀ,2,0
ྉྤཽ,2,0
ྉྤྎྤ,2,0
ྉྤྎྤཱི,2,0
ྉྤྎྤཱུ,2,0
ྉྤྎྤླཱྀ,2,0
ྉྤྎྤྼཱྀ,2,0
ྉྤླི,2,0
ྉྤྼི,2,0
ྉྦ,2,0
ྊྃ,2,0
༈༙,1,0
་༷༷,1,0
་ཱུྃ,1,0
་ིིི,1,0
་ེཾ,1,0
་ོྃ,1,0
་ྂ,1,0
་ྃྃཾྃ,1,0
་྄྄,1,0
་྄྄྄྄྄྄,1,0
་ྒྱུ,1,0
་ྔ,1,0
་ྗ,1,0
་ྣ,1,0
་ྤ,1,0
་ྱ,1,0
་ྶ,1,0
་ྶྗཱ,1,0
་ྷཱ,1,0
།༷༷༷,1,0
།ྀ,1,0
།྄,1,0
།ྭིྭི,1,0
།ྭྃྃྭ,1,0
༑ྃ,1,0
༔ི,1,0
༔ུུ,1,0
༔ེ,1,0
༔ཻཾ,1,0
༗,1,0
༝,1,0
༠ི,1,0
༠ཾ,1,0
༢ི,1,0
༢ོ,1,0
༢ྱ,1,0
༣ོ,1,0
༤ེ,1,0
༴ྭྃྭྃ,1,0
༹༷ཾ,1,0
ོུ༹ྃ,1,0
ོི༹,1,0
༹ྲཽུ,1,0
༽ུུ,1,0
༽ྃ,1,0
༿,1,0
ཀཱི༵,1,0
ཀཱཱ,1,0
ཀཱུཾ,1,0
ཀཱུྃ,1,0
ཀཱཻ,1,0
ཀཱོཾ,1,0
ཀཱྲི,1,0
ཀིྀ,1,0
ཀིྃ,1,0
ཀོི,1,0
ཀོཽ,1,0
ཀྐ༵,1,0
ཀྐཱཾ,1,0
ཀྐཱྀ,1,0
ཀྐིུ,1,0
ཀྐེཾ,1,0
ཀྐྙཱ,1,0
ཀྐྲཱྀ,1,0
ཀྐྲོ,1,0
ཀྐླྀ,1,0
ཀྐྴི,1,0
ཀྐྷཾ,1,0
ཀྑེཾ,1,0
ཀྑཾ,1,0
ཀྑྃ,1,0
ཀྑྒྒྷཱ,1,0
ཀྑྒྒྷྡ,1,0
ཀྑྒྷྔ,1,0
ཀྒི,1,0
ཀྒེ,1,0
ཀྔྦྱ,1,0
ཀྕི,1,0
ཀྖཱུ,1,0
ཀྗ,1,0
ཀྙཱ,1,0
ཀྚཱ,1,0
ཀྚཱཾ,1,0
ཀྚུ,1,0
ཀྚྲཱ,1,0
ཀྛཱི,1,0
ཀྛེ,1,0
ཀྛཾ,1,0
ཀྛྚ,1,0
ཀྜྷ,1,0
ཀྞཱ,1,0
ཀྞཱཱ,1,0
ཀྞཽ,1,0
ཀྞྞེ,1,0
ཀྞྱ,1,0
ཀྟ༵,1,0
ཀྟཱུཾ,1,0
ཀྟཱྃ,1,0
ཀྟྣ,1,0
ཀྟྭཱུ,1,0
ཀྟྭཱོ,1,0
ཀྟྭྣ,1,0
ཀྟྱཱེ,1,0
ཀྟྱཾ,1,0
ཀྟྲཻ,1,0
ཀྠཱི,1,0
ཀྠོ,1,0
ཀྠྀ,1,0
ཀྠྐ,1,0
ཀྠྱཱ,1,0
ཀྡཱ,1,0
ཀྡཱི,1,0
ཀྡུ,1,0
ཀྡྦཱ,1,0
ཀྡྱ,1,0
ཀྡྷྭཾ,1,0
ཀྣཱུ,1,0
ཀྣིཾ,1,0
ཀྣེ,1,0
ཀྣཽ,1,0
ཀྣྡྷ,1,0
ཀྤཾ,1,0
ཀྤྒཱ,1,0
ཀྤྲྀ,1,0
ཀྦོ,1,0
ཀྦྲཱ,1,0
ཀྦྷཱུ,1,0
ཀྦྷྶ,1,0
ཀྨཱི,1,0
ཀྨཱཾ,1,0
ཀྨུ,1,0
ཀྩཱ,1,0
ཀྩྭྀ,1,0
ཀྪཱུ,1,0
ཀྪྭ,1,0
ཀྫཱ,1,0
ཀྫཽ,1,0
ཀྭཱཾ,1,0
ཀྯྵཱི,1,0
ཀྱི༵༷,1,0
ཀྱཱ༵,1,0
ཀྱིིི,1,0
ཀྱིྂ,1,0
ཀྱུ༵,1,0
ཀྱིུ,1,0
ཀྱེི,1,0
ཀྱ྄,1,0
ཀྲཱུྃ,1,0
ཀྲཱེ,1,0
ཀྲཱེཾ,1,0
ཀྲཱཻ,1,0
ཀྲཱོ,1,0
ཀྲིི,1,0
ཀྲིྃ,1,0
ཀྲུ༵,1,0
ཀྲུ༷,1,0
ཀྲོྃ,1,0
ཀྲ྄,1,0
ཀྲྞ,1,0
ཀྲྟྲྀ,1,0
ཀྲྭཱྀ,1,0
ཀྲྭི,1,0
ཀྲྭྀ,1,0
ཀྲྱཱ,1,0
ཀླཱུ,1,0
ཀླིྃ,1,0
ཀླིུཾ,1,0
ཀླེྃ,1,0
ཀླཾཾ,1,0
ཀླླཱི,1,0
ཀླློ,1,0
ཀླླཾ,1,0
ཀྴ༵,1,0
ཀྴཱིཾ,1,0
ཀྴིཾ,1,0
ཀྴྭེ,1,0
ཀྴྱཾ,1,0
ཀྴྲོཾ,1,0
ཀྴླ,1,0
ཀྵི༵,1,0
ཀྵ༵ྃ,1,0
ཀྵཱཽ,1,0
ཀྵུ༷,1,0
ཀྵཽུ,1,0
ཀྵ྄ུྃ,1,0
ཀྵཻེ,1,0
ཀྵ྄,1,0
ཀྵྒི,1,0
ཀྵྚ,1,0
ཀྵྚུ,1,0
ཀྵྜུ,1,0
ཀྵྜྱ,1,0
ཀྵྜྱཾ,1,0
ཀྵྞཱིཾ,1,0
ཀྵྞཱེ,1,0
ཀྵྞིཾ,1,0
ཀྵྞཽུ,1,0
ཀྵྞྀ,1,0
ཀྵྟ,1,0
ཀྵྟྱེ,1,0
ཀྵྣཱ,1,0
ཀྵྣཻ,1,0
ཀྵྣཽ,1,0
ཀྵྣཾ,1,0
ཀྵྣྱུཾ,1,0
ཀྵྤུ,1,0
ཀྵྦ,1,0
ཀྵྦཱ,1,0
ཀྵྦི,1,0
ཀྵྦིྃ,1,0
ཀྵྨཱིྃ,1,0
ཀྵྨཱཽ,1,0
ཀྵྨིཾ,1,0
ཀྵྨྭ,1,0
ཀྵྨྱི,1,0
ཀྵྨྱིཾ,1,0
ཀྵྨྲ,1,0
ཀྵྨྲཾ,1,0
ཀྵྨྲྱཱུཾ,1,0
ཀྵྨྲྻུཾ,1,0
ཀྵྨྻུཾ,1,0
ཀྵྩ,1,0
ཀྵྱཱུ,1,0
ཀྵྱཱཾ,1,0
ཀྵྱྲྺླ,1,0
ཀྵྲཱ,1,0
ཀྵྲཱྀཾ,1,0
ཀྵྲི,1,0
ཀྵྲྀ,1,0
ཀྵྲྀཾ,1,0
ཀྵླཱུ,1,0
ཀྵླཱྃ,1,0
ཀྵྶཱི,1,0
ཀྵྶྭ,1,0
ཀྵྶྭི,1,0
ཀྵྷཱི,1,0
ཀྵྷཱཾ,1,0
ཀྵྷྱི,1,0
ཀྵྻྼྺླ,1,0
ཀྵྼཱི,1,0
ཀྵྼཱྀྃ,1,0
ཀྵྼིཾ,1,0
ཀྵྼྀྃ,1,0
ཀྶཱི,1,0
ཀྶུཾ,1,0
ཀྶཾཾ,1,0
ཀྶ྄ཾ,1,0
ཀྶྟུ,1,0
ཀྶྣ,1,0
ཀྷཱུཾ,1,0
ཀྷཱཾ,1,0
ཀྷཱྃ,1,0
ཀྷྣ,1,0
ཀྷྥ,1,0
ཀྷྭཱ,1,0
ཀྷྭི,1,0
ཀྷྱཱ,1,0
ཀྷྲེ,1,0
ཀྺཱཱ,1,0
ཁི༵,1,0
ཁཱཱ,1,0
ཁཽོ,1,0
ཁཽཾ,1,0
ཁྐྴྨྷ,1,0
ཁྑཱཾ,1,0
ཁྑུུ,1,0
ཁྑཾ,1,0
ཁྚཱཾ,1,0
ཁྞེ,1,0
ཁྠ,1,0
ཁྡོ,1,0
ཁྣེ,1,0
ཁྤཽ,1,0
ཁྦཱ,1,0
ཁྨ,1,0
ཁྨེ,1,0
